marca,modelo,anio,clase,traccion,combustible,transmision,cilindros,cilindrada,mpg_ciudad,mpg_ruta,mpg_combinado,co2_g_milla,barriles_anio,costo_combustible_anio,puntaje_gei,ahorro_5anios
BMW,M3 Competition Sedan,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,16,23,19,470.0,15.658,4000,4,-9000
BMW,M3 Competition M xDrive Sedan,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,16,22,18,477.0,16.528,4200,4,-10000
Volvo,S60 B5,2024,Compact Cars,Front-Wheel Drive,Premium,Automatic (S8),4.0,2.0,26,35,30,297.0,9.917,2550,6,-1750
Volvo,S60 B5 AWD,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,25,33,28,316.0,10.625,2700,6,-2500
Audi,A5 Sportback quattro,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,26,35,30,300.0,9.917,2550,6,-1750
Audi,RS 5 Sportback,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,2.9,18,25,20,438.0,14.876,3800,4,-8000
Jaguar,XF P250,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,346.0,11.443,2900,5,-3500
Maserati,Ghibli Trofeo,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,8.0,3.8,13,20,16,560.0,18.594,4750,3,-12750
Maserati,Ghibli GT,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,18,25,20,436.0,14.876,3800,4,-8000
Maserati,Ghibli Modena RWD,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,18,25,20,436.0,14.876,3800,4,-8000
Volvo,S90 B6 AWD,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,31,25,347.0,11.9,3050,5,-4250
Acura,Integra,2024,Large Cars,Front-Wheel Drive,Premium,Manual 6-spd,4.0,2.0,21,28,24,371.0,12.396,3150,5,-4750
Genesis,G80 AWD,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,22,30,25,361.0,11.9,3050,5,-4250
Genesis,G80 AWD,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,17,25,19,460.0,15.658,4000,4,-9000
Genesis,G90 AWD,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,18,26,21,426.0,14.167,3600,4,-7000
Genesis,G90 MHEV,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,17,24,20,441.0,14.876,3800,4,-8000
Maserati,Quattroporte Trofeo,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,8.0,3.8,13,20,16,560.0,18.594,4750,3,-12750
Maserati,Quattroporte Modena AWD,2024,Large Cars,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,17,25,20,457.0,14.876,3800,4,-8000
Maserati,Quattroporte Modena RWD,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,16,25,19,453.0,15.658,4000,4,-9000
Maserati,Quattroporte GT,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,16,25,19,453.0,15.658,4000,4,-9000
Buick,Envista,2024,Small Station Wagons,Front-Wheel Drive,Regular,Automatic 6-spd,3.0,1.2,28,32,30,296.0,9.917,2050,6,750
Lamborghini,Urus Performante,2024,Small Station Wagons,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,19,16,554.0,18.594,4750,3,-12750
Volvo,V60CC B5 AWD,2024,Small Station Wagons,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,24,31,27,334.0,11.019,2800,5,-3000
Volvo,V90CC B6 AWD,2024,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,29,25,358.0,11.9,3050,5,-4250
Cadillac,XT5 Hearse FWD,2024,Special Purpose Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,20,23,21,425.0,14.167,3600,4,-7000
Cadillac,XT5 Limo FWD,2024,Special Purpose Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,20,23,21,425.0,14.167,3600,4,-7000
Cadillac,XT5 Hearse AWD,2024,Special Purpose Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,20,23,21,425.0,14.167,3600,4,-7000
Cadillac,XT5 Limo AWD,2024,Special Purpose Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,20,23,21,425.0,14.167,3600,4,-7000
BMW,X3 sDrive30i,2024,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,29,25,352.0,11.9,3050,5,-4250
Cadillac,XT5 FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,22,29,24,370.0,12.396,3150,5,-4750
Cadillac,XT6 FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,27,23,386.0,12.935,3300,5,-5500
Cadillac,XT5 FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S9),6.0,3.6,19,26,21,418.0,14.167,2950,4,-3750
Cadillac,XT6 FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S9),6.0,3.6,19,26,21,418.0,14.167,2950,4,-3750
Chevrolet,Trailblazer FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),3.0,1.3,29,33,31,290.0,9.597,2000,6,1000
Honda,CR-V FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,28,34,30,290.0,9.917,2050,6,750
Honda,CR-V FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,43,36,40,223.0,7.438,1550,7,3250
Hyundai,Palisade FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.8,19,26,22,404.0,13.523,2800,5,-3000
Hyundai,Kona FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.6,26,32,28,312.0,10.625,2200,6,0
Hyundai,Santa Cruz FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,22,26,23,381.0,12.935,2650,5,-2250
Hyundai,Tucson FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,32,28,323.0,10.625,2200,6,0
Kia,Telluride FWD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.8,20,26,22,398.0,13.523,2800,5,-3000
Mitsubishi,Eclipse Cross 2WD,2024,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S8),4.0,1.5,25,28,26,339.0,11.443,2350,5,-750
Audi,Q5 quattro,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,29,26,346.0,11.443,2900,5,-3500
Audi,SQ5,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,24,21,427.0,14.167,3600,4,-7000
Audi,SQ5 Sportback,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,24,21,427.0,14.167,3600,4,-7000
BMW,X3 xDrive30i,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,21,28,24,369.0,12.396,3150,5,-4750
BMW,X4 xDrive30i,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,21,28,24,369.0,12.396,3150,5,-4750
Cadillac,XT5 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,27,23,386.0,12.935,3300,5,-5500
Cadillac,XT6 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S9),4.0,2.0,21,26,23,386.0,12.935,3300,5,-5500
Cadillac,XT5 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),6.0,3.6,18,26,21,424.0,14.167,2950,4,-3750
Cadillac,XT6 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),6.0,3.6,18,25,21,433.0,14.167,2950,4,-3750
Chevrolet,Trailblazer AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,3.0,1.3,26,29,27,329.0,11.019,2300,5,-500
Dodge,Hornet AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,4.0,2.0,21,29,24,371.0,12.396,2550,5,-1750
Genesis,GV70 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,19,26,22,408.0,13.523,3450,5,-6250
Genesis,GV70 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,22,28,24,369.0,12.396,3150,5,-4750
Genesis,GV70 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,18,24,20,441.0,14.876,3800,4,-8000
Honda,CR-V AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,27,32,29,305.0,10.259,2100,6,500
Honda,CR-V AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,40,34,37,237.0,8.041,1650,7,2750
Hyundai,Palisade AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),6.0,3.8,19,24,21,420.0,14.167,2950,4,-3750
Hyundai,Kona AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,1.6,24,29,26,337.0,11.443,2350,5,-750
Hyundai,Santa Cruz AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,21,25,23,390.0,12.935,2650,5,-2250
Hyundai,Santa Cruz AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,19,27,22,403.0,13.523,2800,5,-3000
Hyundai,Tucson Hybrid,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,37,36,37,245.0,8.041,1650,7,2750
Hyundai,Tucson Hybrid Blue,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,38,38,38,238.0,7.829,1600,7,3000
Hyundai,Tucson AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,29,25,349.0,11.9,2450,5,-1250
Jaguar,F-Pace,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,27,24,376.0,12.396,3150,5,-4750
Jaguar,F-Pace P400 MHEV,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,25,21,420.0,14.167,3600,4,-7000
Jeep,Wrangler 4dr 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,20,22,21,426.0,14.167,2950,4,-3750
Jeep,Wrangler 4dr 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic 8-spd,8.0,6.4,13,16,14,633.0,21.251,5450,2,-16250
Jeep,Wrangler 2dr 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,20,23,21,416.0,14.167,2950,4,-3750
Kia,Telluride AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),6.0,3.8,18,24,20,442.0,14.876,3100,4,-4500
Land Rover,Range Rover Velar,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,26,23,381.0,12.935,3300,5,-5500
Land Rover,Range Rover Velar P400 MHEV,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Premium,Automatic (S8),6.0,3.0,19,25,21,420.0,14.167,3600,4,-7000
Maserati,Grecale Trofeo,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,18,25,20,432.0,14.876,3800,4,-8000
Maserati,Grecale Modena,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,4.0,2.0,22,29,25,351.0,11.9,3050,5,-4250
Maserati,Grecale GT,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,4.0,2.0,22,29,25,351.0,11.9,3050,5,-4250
Mitsubishi,Eclipse Cross 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (AV-S8),4.0,1.5,25,26,25,353.0,11.9,2450,5,-1250
Mitsubishi,Eclipse Cross ES 4WD,2024,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (AV-S8),4.0,1.5,25,28,26,339.0,11.443,2350,5,-750
Subaru,Crosstrek AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,26,33,29,305.0,10.259,2100,6,500
Volvo,XC60 B5 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,28,25,363.0,11.9,3050,5,-4250
Volvo,XC40 B5 AWD,2024,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,24,30,26,338.0,11.443,2900,5,-3500
Buick,Enclave FWD,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,18,26,21,433.0,14.167,2950,4,-3750
Toyota,Grand Highlander Hybrid,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,37,34,36,246.0,8.264,1700,7,2500
Toyota,Grand Highlander Hybrid Limited,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,36,32,34,256.0,8.75,1800,7,2000
Toyota,Grand Highlander LE/XLE,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.4,21,28,24,371.0,12.396,2550,5,-1750
Toyota,Grand Highlander Limited,2024,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.4,21,28,24,366.0,12.396,2550,5,-1750
Buick,Enclave AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,17,25,20,450.0,14.876,3100,4,-4500
Lamborghini,Urus S,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,19,16,554.0,18.594,4750,3,-12750
Maserati,Levante Modena,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,16,22,18,495.0,16.528,4200,4,-10000
Maserati,Levante GT,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,6.0,3.0,16,22,18,495.0,16.528,4200,4,-10000
Maserati,Levante Modena V8,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,8.0,3.8,13,20,16,562.0,18.594,4750,3,-12750
Maserati,Levante Trofeo,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 8-spd,8.0,3.8,13,20,16,562.0,18.594,4750,3,-12750
Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,15,19,16,539.0,18.594,4750,3,-12750
Mercedes-Benz,AMG GLE63 S 4matic Plus,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,8.0,4.0,15,19,16,539.0,18.594,4750,3,-12750
Toyota,Grand Highlander Hybrid AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,36,32,34,259.0,8.75,1800,7,2000
Toyota,Grand Highlander Hybrid AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S6),4.0,2.4,26,27,27,332.0,11.019,2300,5,-500
Toyota,Grand Highlander AWD LE/XLE,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.4,21,27,23,379.0,12.935,2650,5,-2250
Toyota,Grand Highlander AWD Limited/Platinum,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.4,20,26,22,400.0,13.523,2800,5,-3000
Volvo,XC90 B5 AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,27,24,369.0,12.396,3150,5,-4750
Volvo,XC90 B6 AWD,2024,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,20,26,23,393.0,12.935,3300,5,-5500
Chevrolet,Corvette Z06,2024,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),8.0,5.5,12,21,15,597.0,19.834,5050,2,-14250
Chevrolet,Corvette Z06 Carbon Aero,2024,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),8.0,5.5,12,19,14,631.0,21.251,5450,2,-16250
Toyota,GR Supra,2024,Two Seaters,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,31,26,342.0,11.443,2900,5,-3500
Toyota,GR Supra,2024,Two Seaters,Rear-Wheel Drive,Premium,Manual 6-spd,6.0,3.0,19,27,21,411.0,14.167,3600,4,-7000
Porsche,911 Carrera T,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Manual 7-spd,6.0,3.0,17,25,20,443.0,14.876,3800,4,-8000
Porsche,911 Carrera T,2024,Minicompact Cars,Rear-Wheel Drive,Premium,Automatic (AM-S8),6.0,3.0,18,24,20,444.0,14.876,3800,4,-8000
BMW,230i xDrive Coupe,2024,Subcompact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,25,33,28,314.0,10.625,2700,6,-2500
BMW,M240i xDrive Coupe,2024,Subcompact Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,32,26,338.0,11.443,2900,5,-3500
Ford,Mustang Dark Horse,2024,Subcompact Cars,Rear-Wheel Drive,Regular,Automatic (S10),8.0,5.0,14,22,17,524.0,17.501,3600,3,-7000
BMW,M340i Sedan,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,31,26,340.0,11.443,2900,5,-3500
BMW,M340i xDrive Sedan,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,31,26,341.0,11.443,2900,5,-3500
Cadillac,CT4,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S10),4.0,2.7,21,31,25,356.0,11.9,3050,5,-4250
Cadillac,CT4,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.0,22,32,26,345.0,11.443,2900,5,-3500
Cadillac,CT4 AWD,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,21,31,25,357.0,11.9,3050,5,-4250
Cadillac,CT4 V,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S10),6.0,3.6,16,24,19,478.0,15.658,4000,4,-9000
Cadillac,CT4 V,2024,Compact Cars,Rear-Wheel Drive,Premium,Manual 6-spd,6.0,3.6,15,23,18,488.0,16.528,4200,4,-10000
Cadillac,CT4 AWD,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S10),4.0,2.7,21,29,24,371.0,12.396,3150,5,-4750
Cadillac,CT4 V AWD,2024,Compact Cars,All-Wheel Drive,Premium,Automatic (S10),4.0,2.7,20,28,23,387.0,12.935,3300,5,-5500
Cadillac,CT4 V,2024,Compact Cars,Rear-Wheel Drive,Premium,Automatic (S10),4.0,2.7,20,29,23,384.0,12.935,3300,5,-5500
Mitsubishi,Mirage,2024,Compact Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),3.0,1.2,36,43,39,227.0,7.628,1600,7,3000
Mitsubishi,Mirage G4,2024,Compact Cars,Front-Wheel Drive,Regular,Automatic (variable gear ratios),3.0,1.2,35,41,37,236.0,8.041,1650,7,2750
Volkswagen,GTI,2024,Compact Cars,Front-Wheel Drive,Regular,Automatic (AM-S7),4.0,2.0,24,33,27,323.0,11.019,2300,5,-500
Volkswagen,GTI,2024,Compact Cars,Front-Wheel Drive,Regular,Manual 6-spd,4.0,2.0,23,34,27,327.0,11.019,2300,5,-500
Volkswagen,Jetta,2024,Compact Cars,Front-Wheel Drive,Regular,Manual 6-spd,4.0,1.5,29,42,34,265.0,8.75,1800,7,2000
Alfa Romeo,Giulia,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic 8-spd,6.0,2.9,17,25,20,436.0,14.876,3800,4,-8000
Cadillac,CT5 AWD,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (S10),6.0,3.0,18,26,21,419.0,14.167,3600,4,-7000
Cadillac,CT5 V AWD,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (S10),6.0,3.0,18,26,21,419.0,14.167,3600,4,-7000
Cadillac,CT5,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S10),6.0,3.0,19,27,22,406.0,13.523,3450,5,-6250
Cadillac,CT5 V,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S10),6.0,3.0,18,27,21,423.0,14.167,3600,4,-7000
Cadillac,CT5 V,2024,Midsize Cars,Rear-Wheel Drive,Premium,Manual 6-spd,8.0,6.2,13,21,15,592.0,19.834,5050,2,-14250
Cadillac,CT5,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S10),4.0,2.0,23,33,27,333.0,11.019,2800,5,-3000
Cadillac,CT5 AWD,2024,Midsize Cars,All-Wheel Drive,Premium,Automatic (S10),4.0,2.0,22,30,25,358.0,11.9,3050,5,-4250
Cadillac,CT5 V,2024,Midsize Cars,Rear-Wheel Drive,Premium,Automatic (S10),8.0,6.2,13,21,16,558.0,18.594,4750,3,-12750
Lexus,ES 350,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,22,32,26,346.0,11.443,2350,5,-750
Lexus,ES 350 F Sport,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,22,31,25,352.0,11.9,2450,5,-1250
Lexus,ES 250 AWD,2024,Midsize Cars,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,34,28,315.0,10.625,2200,6,0
Lexus,ES 300h,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,43,44,44,202.0,6.762,1400,8,4000
Mazda,3 5-Door 2WD,2024,Midsize Cars,Front-Wheel Drive,Regular,Manual 6-spd,4.0,2.5,26,36,30,296.0,9.917,2050,6,750
Mazda,3 5-Door 2WD,2024,Midsize Cars,Front-Wheel Drive,Regular,Automatic (S6),4.0,2.5,27,35,30,294.0,9.917,2050,6,750
Mazda,3 5-Door 4WD,2024,Midsize Cars,4-Wheel Drive,Regular,Automatic (S6),4.0,2.5,26,33,29,311.0,10.259,2100,6,500
Mazda,3 5-Door 4WD,2024,Midsize Cars,4-Wheel Drive,Regular,Automatic (S6),4.0,2.5,23,31,26,337.0,11.443,2350,5,-750
BMW,740i Sedan,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,25,31,28,317.0,10.625,2700,6,-2500
BMW,760i xDrive Sedan,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,18,25,20,427.0,14.876,3800,4,-8000
Rolls-Royce,Phantom,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,18,14,639.0,21.251,5450,2,-16250
Rolls-Royce,Phantom Extended,2024,Large Cars,Rear-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,18,14,639.0,21.251,5450,2,-16250
Rolls-Royce,Ghost,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,19,14,624.0,21.251,5450,2,-16250
Rolls-Royce,Ghost Extended,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,19,14,624.0,21.251,5450,2,-16250
Rolls-Royce,Ghost Black Badge,2024,Large Cars,All-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,19,14,624.0,21.251,5450,2,-16250
Kia,Soul,2024,Small Station Wagons,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,27,33,30,302.0,9.917,2050,6,750
Kia,Soul Eco dynamics,2024,Small Station Wagons,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,29,35,31,287.0,9.597,2000,6,1000
Rolls-Royce,Cullinan,2024,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,19,14,627.0,21.251,5450,2,-16250
Rolls-Royce,Cullinan Black Badge,2024,Midsize Station Wagons,All-Wheel Drive,Premium,Automatic (S8),12.0,6.7,12,19,14,627.0,21.251,5450,2,-16250
Chevrolet,Silverado 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Gasoline or E85,Automatic 10-spd,8.0,5.3,16,20,18,496.0,16.528,3400,4,-6000
Chevrolet,Silverado 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,15,19,16,546.0,18.594,3850,3,-8250
Chevrolet,Silverado 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,16,21,18,490.0,16.528,3400,4,-6000
Chevrolet,Silverado 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,16,22,18,489.0,16.528,3400,4,-6000
Chevrolet,Silverado 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Diesel,Automatic 10-spd,6.0,3.0,23,29,26,397.0,13.738,3050,5,-4250
GMC,Sierra 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Gasoline or E85,Automatic 10-spd,8.0,5.3,16,20,18,496.0,16.528,3400,4,-6000
GMC,Sierra 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,15,19,16,546.0,18.594,3850,3,-8250
GMC,Sierra 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,16,20,18,506.0,16.528,3400,4,-6000
GMC,Sierra 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,16,21,18,495.0,16.528,3400,4,-6000
GMC,Sierra 2WD,2024,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Diesel,Automatic 10-spd,6.0,3.0,23,29,25,399.0,14.288,3200,5,-5000
